generation,Wmax,Wmin,Pmax,Pmin,Fmax,Fmin,Wmean,Pmean,Fmean,Max_CVM,Mean_CVM,Min_CVM,Fit_maxPareto,Fit_meanPareto,fitValue,NWmax,NWmin,NPmax,NPmin,NFmax,NFmin,NWmean,NPmean,NFmean
161,14.224769,14.224769,297.540814,297.540814,1.177303,1.171013,14.224769,297.540814,1.174880,4.000000,3.000000,2.000000,-3541676575324413.500000,-3541676575324414.000000,-3541676575324413.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220920842415818.093750,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,220466132794772.218750
162,14.224769,14.224769,297.540814,297.540814,1.198274,1.167646,14.224769,297.540814,1.181074,3.000000,2.800000,2.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219108741513231.375000,2669277683869291.500000,55833529053143848.000000,221628575348771.281250
163,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.181442,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221697510786248.625000
164,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.180794,5.000000,4.500000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221576067535363.093750
165,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.181476,5.000000,4.800000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221703868938471.531250
166,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.177444,5.000000,3.300000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.031250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220947334091313.875000
167,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.177444,3.000000,2.800000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.031250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220947334091313.968750
168,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
169,15.647246,12.802292,297.540814,297.540814,1.175260,1.170912,14.224769,297.540814,1.173086,3.000000,2.600000,2.000000,-1744797782910523.500000,-1744797782910523.500000,-1744797782910523.500000,1.833333,1.500000,34.861821,34.861821,0.137701,0.137192,1.666667,34.861821,0.137446
170,14.224769,14.224769,297.540814,297.540814,1.198274,1.177303,14.224769,297.540814,1.187788,3.000000,2.800000,2.000000,-4414075466779742.500000,-4414075466779742.500000,-4414075466779742.500000,2669277683869291.500000,2669277683869291.500000,55833529053143848.000000,55833529053143840.000000,224856142117264.375000,220920842415818.093750,2669277683869291.500000,55833529053143848.000000,222888492266541.250000
171,14.224769,14.224769,297.540814,297.540814,1.186354,1.171013,14.224769,297.540814,1.178684,4.000000,3.800000,3.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221179991531576.156250
172,14.224769,14.224769,297.540814,297.540814,1.186354,1.166767,14.224769,297.540814,1.176808,5.000000,4.500000,4.000000,-3541676575324371.500000,-3541676575324371.000000,-3541676575324371.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,220828014394056.250000
173,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.177444,5.000000,3.300000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.000000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220947334091313.906250
174,14.224769,14.224769,297.540814,297.540814,1.186354,1.171013,14.224769,297.540814,1.177209,4.000000,3.600000,3.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,220903307983756.500000
175,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
176,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.180748,5.000000,4.600000,4.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,221567261229767.718750
177,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,5.000000,2.900000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,220951905798314.250000
178,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,3.000000,2.800000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
179,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,3.000000,2.700000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
180,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.500000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
181,14.224769,14.224769,297.540814,297.540814,1.185476,1.166666,14.224769,297.540814,1.176071,5.000000,4.200000,4.000000,-3541676575324372.000000,-3541676575324371.000000,-3541676575324372.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222454459253119.343750,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,220689629204670.000000
182,14.224769,14.224769,297.540814,297.540814,1.185476,1.166666,14.224769,297.540814,1.176481,5.000000,4.500000,4.000000,-3541676575324372.000000,-3541676575324371.000000,-3541676575324372.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222454459253119.343750,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,220766700275052.718750
183,14.224769,14.224769,297.540814,297.540814,1.174260,1.165482,14.224769,297.540814,1.169531,6.000000,4.800000,4.000000,-3541676575324396.000000,-3541676575324397.000000,-3541676575324396.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220349940888117.218750,218702707885872.406250,2669277683869291.500000,55833529053143848.000000,219462423685440.625000
184,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.181870,6.000000,5.000000,4.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.375000,2669277683869291.500000,55833529053143848.000000,221777899361920.968750
185,14.224769,14.224769,297.540814,297.540814,1.174260,1.166767,14.224769,297.540814,1.170514,6.000000,5.400000,5.000000,-3541676575324403.500000,-3541676575324403.000000,-3541676575324403.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220349940888117.218750,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,219646907250503.343750
186,15.647246,12.802292,327.294895,267.786732,1.283444,1.050091,14.224769,297.540814,1.166767,6.000000,5.100000,4.000000,308.432350,308.431126,308.429206,1.833333,1.500000,38.348003,31.375639,0.150377,0.123035,1.666667,34.861821,0.136706
187,14.224769,14.224769,297.540814,297.540814,1.186354,1.167748,14.224769,297.540814,1.177051,7.000000,5.400000,3.000000,-3541676575324372.500000,-3541676575324373.000000,-3541676575324372.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219127815969900.125000,2669277683869291.500000,55833529053143848.000000,220873571561680.656250
188,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,3.000000,2.900000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.250000
189,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
190,14.224769,14.224769,297.540814,297.540814,1.185097,1.170912,14.224769,297.540814,1.177444,3.000000,2.900000,2.000000,-3541676575324379.000000,-3541676575324378.500000,-3541676575324379.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.000000,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,220947334091313.875000
191,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.500000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
192,14.224769,14.224769,297.540814,297.540814,1.186354,1.168728,14.224769,297.540814,1.177541,4.000000,3.600000,3.000000,-3541676575324373.500000,-3541676575324374.000000,-3541676575324373.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219311758326910.843750,2669277683869291.500000,55833529053143848.000000,220965542740186.031250
193,14.224769,14.224769,297.540814,297.540814,1.198274,1.168728,14.224769,297.540814,1.183501,4.000000,3.700000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219311758326910.843750,2669277683869291.500000,55833529053143848.000000,222083950222087.593750
194,14.224769,14.224769,297.540814,297.540814,1.185097,1.168728,14.224769,297.540814,1.176716,3.000000,2.600000,2.000000,-3541676575324375.500000,-3541676575324375.500000,-3541676575324375.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.031250,219311758326910.843750,2669277683869291.500000,55833529053143848.000000,220810726382610.125000
195,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,3.000000,2.700000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
196,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,3.000000,2.900000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.281250
197,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
198,14.224769,14.224769,297.540814,297.540814,1.198274,1.165482,14.224769,297.540814,1.176807,5.000000,4.200000,4.000000,-3541676575324363.500000,-3541676575324363.000000,-3541676575324363.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218702707885872.375000,2669277683869291.500000,55833529053143848.000000,220827883053119.125000
199,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.300000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
200,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,5.000000,4.500000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
201,14.224769,14.224769,297.540814,297.540814,1.174260,1.168850,14.224769,297.540814,1.171555,6.000000,4.800000,4.000000,-3541676575324423.500000,-3541676575324423.500000,-3541676575324423.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220349940888117.218750,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,219842281585224.656250
202,14.224769,14.224769,297.540814,297.540814,1.198274,1.164604,14.224769,297.540814,1.180060,6.000000,5.500000,5.000000,-3541676575324363.000000,-3541676575324362.500000,-3541676575324363.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218537839985530.468750,2669277683869291.500000,55833529053143848.000000,221438274839537.625000
203,14.224769,14.224769,297.540814,297.540814,1.198274,1.166767,14.224769,297.540814,1.180781,6.000000,5.500000,5.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,221573619381990.625000
204,14.224769,14.224769,297.540814,297.540814,1.183035,1.170912,14.224769,297.540814,1.176757,3.000000,3.000000,3.000000,-3541676575324383.500000,-3541676575324383.500000,-3541676575324383.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,221996561591421.843750,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220818347701083.875000
205,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
206,14.224769,14.224769,297.540814,297.540814,1.186354,1.171013,14.224769,297.540814,1.178684,4.000000,3.400000,3.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,221179991531576.156250
207,14.224769,14.224769,297.540814,297.540814,1.198274,1.168728,14.224769,297.540814,1.183501,4.000000,3.800000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219311758326910.843750,2669277683869291.500000,55833529053143848.000000,222083950222087.593750
208,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.182470,5.000000,4.800000,4.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,221890470636742.500000
209,14.224769,14.224769,297.540814,297.540814,1.185476,1.166767,14.224769,297.540814,1.174092,6.000000,5.800000,5.000000,-3541676575324372.500000,-3541676575324373.000000,-3541676575324372.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222454459253119.343750,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,220318348806229.718750
210,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.182470,6.000000,5.300000,5.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.625000,2669277683869291.500000,55833529053143848.000000,221890470636742.500000
211,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.182470,6.000000,5.400000,5.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.625000,2669277683869291.500000,55833529053143848.000000,221890470636742.500000
212,14.224769,14.224769,297.540814,297.540814,1.186354,1.166666,14.224769,297.540814,1.176510,6.000000,5.500000,5.000000,-3541676575324371.500000,-3541676575324371.000000,-3541676575324371.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,218924799156220.625000,2669277683869291.500000,55833529053143848.000000,220772063154840.906250
213,15.647246,12.802292,327.294895,267.786732,1.283444,1.050091,14.224769,297.540814,1.166767,6.000000,4.900000,4.000000,308.432350,308.430440,308.429206,1.833333,1.500000,38.348003,31.375639,0.150377,0.123035,1.666667,34.861821,0.136706
214,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.183562,7.000000,5.550000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,222095382199798.250000
215,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.184154,7.000000,6.600000,6.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.406250,2669277683869291.500000,55833529053143848.000000,222206427834972.406250
216,15.647246,12.802292,327.294895,267.786732,1.284522,1.050973,14.224769,297.540814,1.167748,6.000000,5.000000,4.000000,308.433330,308.432062,308.431268,1.833333,1.500000,38.348003,31.375639,0.150503,0.123139,1.666667,34.861821,0.136821
217,14.224769,14.224769,297.540814,297.540814,1.198274,1.170033,14.224769,297.540814,1.184154,6.000000,5.500000,4.000000,-3541676575324365.500000,-3541676575324366.000000,-3541676575324365.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219556713552680.375000,2669277683869291.500000,55833529053143848.000000,222206427834972.375000
218,15.647246,12.802292,327.294895,267.786732,1.283444,1.050091,14.224769,297.540814,1.166767,6.000000,5.400000,4.000000,308.432350,308.430623,308.429206,1.833333,1.500000,38.348003,31.375639,0.150377,0.123035,1.666667,34.861821,0.136706
219,14.224769,14.224769,297.540814,297.540814,1.198274,1.166767,14.224769,297.540814,1.182521,8.000000,6.050000,4.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,221900007865076.906250
220,14.224769,14.224769,297.540814,297.540814,1.182157,1.166767,14.224769,297.540814,1.174462,7.000000,6.200000,6.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,221831693691079.906250,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,220387783651984.656250
221,15.647246,12.802292,327.294895,267.786732,1.283332,1.049999,14.224769,297.540814,1.166666,6.000000,4.900000,4.000000,308.432248,308.431478,308.428022,1.833333,1.500000,38.348003,31.375639,0.150364,0.123025,1.666667,34.861821,0.136694
222,14.224769,14.224769,297.540814,297.540814,1.198274,1.166666,14.224769,297.540814,1.182470,7.000000,5.100000,4.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218924799156220.656250,2669277683869291.500000,55833529053143848.000000,221890470636742.500000
223,14.224769,14.224769,297.540814,297.540814,1.198274,1.166767,14.224769,297.540814,1.182521,8.000000,7.000000,6.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,221900007865076.906250
224,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,7.000000,3.600000,2.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
225,14.224769,14.224769,297.540814,297.540814,1.185097,1.166666,14.224769,297.540814,1.176355,4.000000,3.300000,3.000000,-3541676575324372.500000,-3541676575324373.000000,-3541676575324372.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222383520762112.000000,218924799156220.625000,2669277683869291.500000,55833529053143848.000000,220743054111383.625000
226,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.180794,4.000000,3.600000,3.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221576067535363.031250
227,14.224769,14.224769,297.540814,297.540814,1.198274,1.168850,14.224769,297.540814,1.179052,5.000000,4.400000,4.000000,-3541676575324364.500000,-3541676575324365.000000,-3541676575324364.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219334622282332.125000,2669277683869291.500000,55833529053143848.000000,221249159317425.625000
228,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.177468,4.000000,3.100000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.250000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,220951905798314.250000
229,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.600000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
230,14.224769,14.224769,297.540814,297.540814,1.177303,1.171013,14.224769,297.540814,1.174880,4.000000,3.100000,3.000000,-3541676575324413.500000,-3541676575324414.000000,-3541676575324413.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,220920842415818.093750,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,220466132794772.218750
231,14.224769,14.224769,297.540814,297.540814,1.198274,1.170912,14.224769,297.540814,1.182163,4.000000,3.700000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219721581453022.343750,2669277683869291.500000,55833529053143848.000000,221832855328701.625000
232,14.224769,14.224769,297.540814,297.540814,1.198274,1.167646,14.224769,297.540814,1.180353,4.000000,3.900000,3.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219108741513231.375000,2669277683869291.500000,55833529053143848.000000,221493230806318.281250
233,15.647246,12.802292,327.294895,267.786732,1.318102,1.078447,14.224769,297.540814,1.198274,3.000000,2.800000,2.000000,308.463857,308.450811,308.441905,1.833333,1.500000,38.348003,31.375639,0.154437,0.126358,1.666667,34.861821,0.140398
234,14.224769,14.224769,297.540814,297.540814,1.198274,1.177303,14.224769,297.540814,1.187788,5.000000,3.400000,2.000000,-4414075466779742.500000,-4414075466779742.500000,-4414075466779742.500000,2669277683869291.500000,2669277683869291.500000,55833529053143848.000000,55833529053143840.000000,224856142117264.375000,220920842415818.093750,2669277683869291.500000,55833529053143848.000000,222888492266541.250000
235,14.224769,14.224769,297.540814,297.540814,1.186354,1.167646,14.224769,297.540814,1.177000,4.000000,2.900000,2.000000,-3541676575324372.500000,-3541676575324373.000000,-3541676575324372.500000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219108741513231.375000,2669277683869291.500000,55833529053143848.000000,220864034333346.343750
236,14.224769,14.224769,297.540814,297.540814,1.186354,1.170912,14.224769,297.540814,1.178633,3.000000,2.700000,2.000000,-3541676575324377.000000,-3541676575324377.000000,-3541676575324377.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,222619327153461.281250,219721581453022.281250,2669277683869291.500000,55833529053143848.000000,221170454303241.781250
237,14.224769,14.224769,297.540814,297.540814,1.198274,1.171013,14.224769,297.540814,1.184644,4.000000,3.400000,3.000000,-3541676575324366.000000,-3541676575324366.500000,-3541676575324366.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,219740655909691.093750,2669277683869291.500000,55833529053143848.000000,222298399013477.750000
238,14.224769,14.224769,297.540814,297.540814,1.198274,1.166767,14.224769,297.540814,1.180781,4.000000,3.800000,3.000000,-3541676575324364.000000,-3541676575324365.000000,-3541676575324364.000000,2669277683869291.500000,2669277683869291.500000,55833529053143864.000000,55833529053143840.000000,224856142117264.375000,218943873612889.406250,2669277683869291.500000,55833529053143848.000000,221573619381990.625000
